employee_id,attrition_label,attrition,gender,age,age_group,education,education_field,department,job_role,job_level,work_x_years,range_work_x,count_company_switches,range_company_switches,salary_hike_percent,range_salary_hike,stock_option_level,years_in_curr_role,range_years_in_curr_role,years_since_last_promotion,range_years_since_last_promotion,years_with_curr_manager
543,Current Employees,No,Male,52,45 - 54,Bachelor's Degree,Medical,R&D,Manufacturing Director,3,28,25-30 switches,2,0-2 switches,14,11-15 %,0,4,3-6 switches,0,0-3 switches,4
544,Current Employees,No,Male,45,45 - 54,Associates Degree,Life Sciences,R&D,Research Scientist,1,8,5-10 switches,3,3-6 switches,21,21-25 %,2,2,0-3 switches,0,0-3 switches,2
546,Current Employees,No,Female,52,45 - 54,Associates Degree,Life Sciences,R&D,Manager,4,31,30-35 switches,2,0-2 switches,13,11-15 %,0,2,0-3 switches,1,0-3 switches,4
547,Current Employees,No,Female,42,35 - 44,Associates Degree,Life Sciences,R&D,Research Scientist,2,19,15-20 switches,2,0-2 switches,11,11-15 %,1,4,3-6 switches,0,0-3 switches,2
548,Current Employees,No,Female,30,25 - 34,Bachelor's Degree,Life Sciences,R&D,Manufacturing Director,2,11,10-15 switches,2,0-2 switches,20,16-20 %,0,4,3-6 switches,0,0-3 switches,2
549,Current Employees,No,Female,60,Over 55,Bachelor's Degree,Life Sciences,R&D,Manager,5,33,30-35 switches,5,3-6 switches,11,11-15 %,0,8,6-9 switches,11,9-12 switches,10
550,Current Employees,No,Female,46,45 - 54,Bachelor's Degree,Medical,R&D,Manufacturing Director,2,19,15-20 switches,2,0-2 switches,14,11-15 %,1,7,6-9 switches,0,0-3 switches,8
551,Current Employees,No,Female,42,35 - 44,Master's Degree,Technical Degree,R&D,Healthcare Representative,2,7,5-10 switches,0,0-2 switches,11,11-15 %,3,5,3-6 switches,0,0-3 switches,4
554,Ex-Employees,Yes,Female,24,Under 25,High School,Technical Degree,Sales,Sales Representative,1,6,5-10 switches,1,0-2 switches,16,16-20 %,0,3,0-3 switches,1,0-3 switches,4
555,Ex-Employees,Yes,Female,34,25 - 34,Associates Degree,Marketing,Sales,Sales Representative,1,3,0-5 switches,0,0-2 switches,16,16-20 %,1,2,0-3 switches,1,0-3 switches,0
556,Current Employees,No,Male,38,35 - 44,Associates Degree,Life Sciences,R&D,Laboratory Technician,1,1,0-5 switches,1,0-2 switches,23,21-25 %,1,0,0-3 switches,0,0-3 switches,0
558,Current Employees,No,Female,40,35 - 44,Master's Degree,Life Sciences,Sales,Manager,5,21,20-25 switches,0,0-2 switches,14,11-15 %,0,15,12-15 switches,1,0-3 switches,12
560,Current Employees,No,Female,26,25 - 34,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,3,0-5 switches,1,0-2 switches,22,21-25 %,2,2,0-3 switches,0,0-3 switches,2
562,Current Employees,No,Male,30,25 - 34,Bachelor's Degree,Life Sciences,R&D,Laboratory Technician,1,9,5-10 switches,4,3-6 switches,15,11-15 %,1,3,0-3 switches,1,0-3 switches,4
564,Current Employees,No,Male,29,25 - 34,Master's Degree,Medical,R&D,Research Director,3,10,5-10 switches,1,0-2 switches,18,16-20 %,0,2,0-3 switches,0,0-3 switches,7
565,Ex-Employees,Yes,Female,29,25 - 34,Doctoral Degree,Technical Degree,R&D,Research Scientist,1,6,5-10 switches,5,3-6 switches,16,16-20 %,0,2,0-3 switches,1,0-3 switches,1
566,Ex-Employees,Yes,Male,19,Under 25,Associates Degree,Technical Degree,HR,Human Resources,1,1,0-5 switches,1,0-2 switches,12,11-15 %,0,0,0-3 switches,0,0-3 switches,0
567,Current Employees,No,Female,30,25 - 34,Master's Degree,Other,Sales,Sales Executive,3,10,5-10 switches,0,0-2 switches,11,11-15 %,0,8,6-9 switches,7,6-9 switches,8
568,Current Employees,No,Male,57,Over 55,Bachelor's Degree,Marketing,Sales,Manager,4,32,30-35 switches,3,3-6 switches,12,11-15 %,1,0,0-3 switches,0,0-3 switches,0
569,Current Employees,No,Male,50,45 - 54,Master's Degree,Life Sciences,R&D,Manager,4,28,25-30 switches,0,0-2 switches,15,11-15 %,1,10,9-12 switches,15,12-15 switches,7
571,Current Employees,No,Female,30,25 - 34,Bachelor's Degree,Medical,R&D,Laboratory Technician,1,12,10-15 switches,0,0-2 switches,14,11-15 %,0,7,6-9 switches,6,3-6 switches,7
573,Current Employees,No,Female,60,Over 55,Bachelor's Degree,Marketing,Sales,Sales Executive,3,22,20-25 switches,4,3-6 switches,19,16-20 %,0,13,12-15 switches,13,12-15 switches,11
574,Current Employees,No,Female,47,45 - 54,Associates Degree,Medical,R&D,Manufacturing Director,2,20,15-20 switches,5,3-6 switches,13,11-15 %,3,0,0-3 switches,0,0-3 switches,4
575,Current Employees,No,Male,46,45 - 54,Bachelor's Degree,Life Sciences,R&D,Research Director,4,26,25-30 switches,6,3-6 switches,13,11-15 %,0,2,0-3 switches,0,0-3 switches,1
577,Current Employees,No,Male,35,35 - 44,Bachelor's Degree,Life Sciences,R&D,Laboratory Technician,1,6,5-10 switches,0,0-2 switches,15,11-15 %,0,4,3-6 switches,4,3-6 switches,3
578,Current Employees,No,Female,54,45 - 54,Master's Degree,Life Sciences,R&D,Laboratory Technician,2,19,15-20 switches,7,6+ switches,11,11-15 %,0,0,0-3 switches,0,0-3 switches,0
579,Current Employees,No,Male,34,25 - 34,Master's Degree,Life Sciences,R&D,Research Scientist,1,14,10-15 switches,3,3-6 switches,12,11-15 %,1,3,0-3 switches,5,3-6 switches,7
580,Current Employees,No,Female,46,45 - 54,Bachelor's Degree,Marketing,Sales,Sales Executive,3,15,10-15 switches,2,0-2 switches,19,16-20 %,1,2,0-3 switches,1,0-3 switches,2
581,Current Employees,No,Male,31,25 - 34,High School,Life Sciences,R&D,Manufacturing Director,3,13,10-15 switches,1,0-2 switches,25,21-25 %,1,8,6-9 switches,0,0-3 switches,8
582,Ex-Employees,Yes,Male,33,25 - 34,High School,Medical,R&D,Manager,3,15,10-15 switches,7,6+ switches,12,11-15 %,0,6,3-6 switches,7,6-9 switches,7
584,Ex-Employees,Yes,Male,33,25 - 34,High School,Medical,R&D,Laboratory Technician,1,8,5-10 switches,7,6+ switches,13,11-15 %,3,3,0-3 switches,1,0-3 switches,3
585,Current Employees,No,Male,30,25 - 34,High School,Marketing,Sales,Sales Representative,1,4,0-5 switches,0,0-2 switches,14,11-15 %,0,2,0-3 switches,1,0-3 switches,2
586,Current Employees,No,Male,35,35 - 44,Bachelor's Degree,Life Sciences,R&D,Healthcare Representative,3,10,5-10 switches,4,3-6 switches,12,11-15 %,0,7,6-9 switches,0,0-3 switches,0
587,Ex-Employees,Yes,Male,31,25 - 34,Bachelor's Degree,Life Sciences,R&D,Healthcare Representative,3,12,10-15 switches,3,3-6 switches,12,11-15 %,0,0,0-3 switches,0,0-3 switches,0
590,Ex-Employees,Yes,Female,34,25 - 34,Bachelor's Degree,Human Resources,HR,Human Resources,3,11,10-15 switches,9,6+ switches,15,11-15 %,3,2,0-3 switches,0,0-3 switches,2
591,Current Employees,No,Male,42,35 - 44,Associates Degree,Other,R&D,Laboratory Technician,1,8,5-10 switches,4,3-6 switches,17,16-20 %,1,2,0-3 switches,2,0-3 switches,0
592,Current Employees,No,Male,36,35 - 44,Master's Degree,Medical,Sales,Sales Executive,3,10,5-10 switches,1,0-2 switches,14,11-15 %,0,3,0-3 switches,9,6-9 switches,7
593,Ex-Employees,Yes,Male,22,Under 25,High School,Technical Degree,R&D,Laboratory Technician,1,4,0-5 switches,5,3-6 switches,16,16-20 %,0,2,0-3 switches,1,0-3 switches,2
595,Current Employees,No,Female,48,45 - 54,Doctoral Degree,Marketing,Sales,Sales Executive,2,14,10-15 switches,2,0-2 switches,14,11-15 %,1,7,6-9 switches,6,3-6 switches,7
597,Current Employees,No,Female,55,Over 55,Doctoral Degree,Life Sciences,Sales,Manager,4,37,35+ switches,3,3-6 switches,23,21-25 %,0,9,6-9 switches,7,6-9 switches,7
599,Current Employees,No,Male,41,35 - 44,Associates Degree,Life Sciences,Sales,Sales Executive,2,16,15-20 switches,7,6+ switches,14,11-15 %,0,3,0-3 switches,1,0-3 switches,10
600,Current Employees,No,Male,35,35 - 44,Bachelor's Degree,Marketing,Sales,Sales Executive,2,15,10-15 switches,9,6+ switches,11,11-15 %,0,9,6-9 switches,6,3-6 switches,9
601,Current Employees,No,Female,40,35 - 44,Bachelor's Degree,Life Sciences,R&D,Manufacturing Director,4,22,20-25 switches,7,6+ switches,15,11-15 %,0,6,3-6 switches,5,3-6 switches,13
602,Current Employees,No,Female,39,35 - 44,High School,Life Sciences,R&D,Laboratory Technician,1,8,5-10 switches,1,0-2 switches,11,11-15 %,1,3,0-3 switches,0,0-3 switches,7
604,Current Employees,No,Male,31,25 - 34,High School,Life Sciences,Sales,Sales Executive,2,10,5-10 switches,4,3-6 switches,13,11-15 %,0,5,3-6 switches,0,0-3 switches,5
605,Current Employees,No,Male,42,35 - 44,Bachelor's Degree,Medical,R&D,Manufacturing Director,3,10,5-10 switches,1,0-2 switches,21,21-25 %,1,9,6-9 switches,5,3-6 switches,8
606,Current Employees,No,Male,45,45 - 54,Bachelor's Degree,Other,Sales,Sales Executive,2,9,5-10 switches,0,0-2 switches,19,16-20 %,1,7,6-9 switches,3,0-3 switches,7
608,Ex-Employees,Yes,Female,26,25 - 34,Master's Degree,Life Sciences,HR,Human Resources,1,8,5-10 switches,0,0-2 switches,11,11-15 %,1,7,6-9 switches,1,0-3 switches,0
611,Current Employees,No,Male,29,25 - 34,Bachelor's Degree,Technical Degree,R&D,Manufacturing Director,2,8,5-10 switches,4,3-6 switches,12,11-15 %,2,2,0-3 switches,1,0-3 switches,2
612,Current Employees,No,Female,33,25 - 34,Doctoral Degree,Medical,R&D,Research Director,4,10,5-10 switches,4,3-6 switches,19,16-20 %,1,1,0-3 switches,0,0-3 switches,5
613,Current Employees,No,Male,31,25 - 34,Bachelor's Degree,Life Sciences,Sales,Manager,3,10,5-10 switches,9,6+ switches,21,21-25 %,1,4,3-6 switches,0,0-3 switches,1
614,Ex-Employees,Yes,Male,18,Under 25,Bachelor's Degree,Marketing,Sales,Sales Representative,1,0,0-5 switches,1,0-2 switches,14,11-15 %,0,0,0-3 switches,0,0-3 switches,0
615,Current Employees,No,Male,40,35 - 44,Bachelor's Degree,Other,Sales,Sales Executive,3,20,15-20 switches,3,3-6 switches,15,11-15 %,1,0,0-3 switches,0,0-3 switches,1
616,Current Employees,No,Female,41,35 - 44,Master's Degree,Other,R&D,Healthcare Representative,2,10,5-10 switches,2,0-2 switches,17,16-20 %,0,7,6-9 switches,0,0-3 switches,7
618,Current Employees,No,Male,26,25 - 34,Associates Degree,Medical,Sales,Sales Executive,2,8,5-10 switches,5,3-6 switches,12,11-15 %,2,0,0-3 switches,0,0-3 switches,0
620,Current Employees,No,Female,35,35 - 44,Bachelor's Degree,Medical,Sales,Sales Executive,2,5,0-5 switches,1,0-2 switches,16,16-20 %,0,4,3-6 switches,0,0-3 switches,3
621,Current Employees,No,Male,34,25 - 34,Master's Degree,Life Sciences,Sales,Sales Executive,2,10,5-10 switches,1,0-2 switches,12,11-15 %,0,7,6-9 switches,5,3-6 switches,7
622,Ex-Employees,Yes,Male,26,25 - 34,Bachelor's Degree,Technical Degree,R&D,Laboratory Technician,1,1,0-5 switches,1,0-2 switches,18,16-20 %,0,0,0-3 switches,0,0-3 switches,0
623,Current Employees,No,Female,37,35 - 44,Bachelor's Degree,Technical Degree,R&D,Manufacturing Director,3,12,10-15 switches,4,3-6 switches,17,16-20 %,0,5,3-6 switches,1,0-3 switches,2
624,Current Employees,No,Female,46,45 - 54,High School,Medical,R&D,Healthcare Representative,3,28,25-30 switches,5,3-6 switches,11,11-15 %,0,2,0-3 switches,1,0-3 switches,2
625,Current Employees,No,Female,41,35 - 44,Doctoral Degree,Life Sciences,Sales,Manager,4,22,20-25 switches,7,6+ switches,16,16-20 %,1,16,15-18 switches,11,9-12 switches,8
626,Current Employees,No,Male,37,35 - 44,Master's Degree,Medical,Sales,Sales Executive,3,9,5-10 switches,1,0-2 switches,13,11-15 %,1,5,3-6 switches,7,6-9 switches,7
630,Current Employees,No,Male,52,45 - 54,Associates Degree,Technical Degree,R&D,Research Scientist,2,18,15-20 switches,3,3-6 switches,12,11-15 %,2,9,6-9 switches,6,3-6 switches,9
631,Ex-Employees,Yes,Male,32,25 - 34,Master's Degree,Other,Sales,Sales Executive,2,6,5-10 switches,8,6+ switches,12,11-15 %,0,2,0-3 switches,1,0-3 switches,2
632,Current Employees,No,Male,24,Under 25,Bachelor's Degree,Medical,Sales,Sales Representative,1,3,0-5 switches,0,0-2 switches,13,11-15 %,2,2,0-3 switches,2,0-3 switches,1
634,Current Employees,No,Female,38,35 - 44,Bachelor's Degree,Medical,R&D,Healthcare Representative,2,18,15-20 switches,3,3-6 switches,19,16-20 %,1,0,0-3 switches,0,0-3 switches,0
635,Current Employees,No,Female,37,35 - 44,Master's Degree,Life Sciences,R&D,Manufacturing Director,2,8,5-10 switches,6,3-6 switches,12,11-15 %,1,5,3-6 switches,4,3-6 switches,3
638,Current Employees,No,Male,49,45 - 54,Master's Degree,Life Sciences,R&D,Research Director,5,31,30-35 switches,1,0-2 switches,17,16-20 %,1,9,6-9 switches,0,0-3 switches,9
639,Current Employees,No,Male,24,Under 25,Bachelor's Degree,Medical,R&D,Research Scientist,1,6,5-10 switches,1,0-2 switches,11,11-15 %,2,5,3-6 switches,1,0-3 switches,4
641,Current Employees,No,Male,26,25 - 34,Associates Degree,Marketing,Sales,Sales Executive,2,6,5-10 switches,1,0-2 switches,20,16-20 %,2,3,0-3 switches,1,0-3 switches,4
643,Current Employees,No,Male,24,Under 25,Associates Degree,Other,R&D,Laboratory Technician,1,1,0-5 switches,1,0-2 switches,21,21-25 %,1,0,0-3 switches,0,0-3 switches,0
644,Current Employees,No,Male,50,45 - 54,Bachelor's Degree,Medical,HR,Manager,5,32,30-35 switches,1,0-2 switches,11,11-15 %,1,5,3-6 switches,10,9-12 switches,7
645,Current Employees,No,Male,25,25 - 34,High School,Medical,Sales,Sales Representative,1,7,5-10 switches,1,0-2 switches,11,11-15 %,0,4,3-6 switches,0,0-3 switches,6
647,Ex-Employees,Yes,Female,24,Under 25,Bachelor's Degree,Life Sciences,R&D,Laboratory Technician,1,6,5-10 switches,1,0-2 switches,16,16-20 %,1,3,0-3 switches,1,0-3 switches,2
648,Ex-Employees,Yes,Male,30,25 - 34,Master's Degree,Life Sciences,Sales,Sales Representative,1,1,0-5 switches,1,0-2 switches,18,16-20 %,1,0,0-3 switches,0,0-3 switches,0
649,Current Employees,No,Male,34,25 - 34,Associates Degree,Life Sciences,R&D,Research Scientist,1,6,5-10 switches,1,0-2 switches,13,11-15 %,1,5,3-6 switches,1,0-3 switches,3
650,Ex-Employees,Yes,Male,31,25 - 34,Master's Degree,Medical,Sales,Sales Executive,2,9,5-10 switches,2,0-2 switches,17,16-20 %,0,1,0-3 switches,1,0-3 switches,2
652,Current Employees,No,Male,35,35 - 44,Associates Degree,Other,R&D,Laboratory Technician,2,9,5-10 switches,4,3-6 switches,14,11-15 %,0,2,0-3 switches,0,0-3 switches,2
653,Current Employees,No,Male,31,25 - 34,Master's Degree,Medical,Sales,Sales Executive,2,13,10-15 switches,4,3-6 switches,22,21-25 %,2,7,6-9 switches,5,3-6 switches,7
655,Current Employees,No,Female,27,25 - 34,Master's Degree,Medical,R&D,Research Scientist,1,6,5-10 switches,0,0-2 switches,12,11-15 %,2,3,0-3 switches,0,0-3 switches,3
656,Current Employees,No,Male,37,35 - 44,Bachelor's Degree,Marketing,Sales,Sales Executive,2,17,15-20 switches,4,3-6 switches,11,11-15 %,1,0,0-3 switches,1,0-3 switches,0
657,Current Employees,No,Female,20,Under 25,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,1,0-5 switches,1,0-2 switches,13,11-15 %,0,0,0-3 switches,0,0-3 switches,0
659,Current Employees,No,Female,42,35 - 44,Master's Degree,Life Sciences,R&D,Healthcare Representative,2,10,5-10 switches,1,0-2 switches,13,11-15 %,2,2,0-3 switches,2,0-3 switches,2
661,Current Employees,No,Male,43,35 - 44,Master's Degree,Other,R&D,Research Director,4,21,20-25 switches,4,3-6 switches,14,11-15 %,1,0,0-3 switches,0,0-3 switches,0
662,Current Employees,No,Female,38,35 - 44,High School,Life Sciences,R&D,Research Scientist,1,8,5-10 switches,3,3-6 switches,17,16-20 %,0,0,0-3 switches,0,0-3 switches,0
663,Current Employees,No,Male,43,35 - 44,Doctoral Degree,Medical,R&D,Laboratory Technician,2,10,5-10 switches,3,3-6 switches,13,11-15 %,1,7,6-9 switches,4,3-6 switches,7
664,Current Employees,No,Female,48,45 - 54,Master's Degree,Life Sciences,R&D,Manager,4,21,20-25 switches,7,6+ switches,11,11-15 %,1,2,0-3 switches,0,0-3 switches,2
665,Current Employees,No,Female,44,35 - 44,Master's Degree,Life Sciences,HR,Human Resources,2,10,5-10 switches,4,3-6 switches,11,11-15 %,0,2,0-3 switches,0,0-3 switches,2
666,Current Employees,No,Female,34,25 - 34,Bachelor's Degree,Technical Degree,Sales,Sales Representative,1,8,5-10 switches,1,0-2 switches,18,16-20 %,2,2,0-3 switches,0,0-3 switches,6
667,Ex-Employees,Yes,Male,27,25 - 34,High School,Marketing,Sales,Sales Representative,1,5,0-5 switches,0,0-2 switches,11,11-15 %,1,3,0-3 switches,0,0-3 switches,2
669,Current Employees,No,Male,21,Under 25,High School,Technical Degree,Sales,Sales Representative,1,3,0-5 switches,1,0-2 switches,11,11-15 %,0,2,0-3 switches,1,0-3 switches,2
671,Current Employees,No,Male,44,35 - 44,Master's Degree,Other,R&D,Manager,5,26,25-30 switches,4,3-6 switches,12,11-15 %,1,2,0-3 switches,0,0-3 switches,1
675,Current Employees,No,Male,22,Under 25,High School,Medical,R&D,Research Scientist,1,3,0-5 switches,0,0-2 switches,20,16-20 %,0,2,0-3 switches,2,0-3 switches,2
677,Current Employees,No,Male,33,25 - 34,Master's Degree,Marketing,Sales,Sales Executive,2,6,5-10 switches,0,0-2 switches,12,11-15 %,0,0,0-3 switches,1,0-3 switches,2
679,Current Employees,No,Female,32,25 - 34,Master's Degree,Life Sciences,R&D,Research Scientist,2,6,5-10 switches,1,0-2 switches,12,11-15 %,1,4,3-6 switches,0,0-3 switches,5
680,Current Employees,No,Female,30,25 - 34,Bachelor's Degree,Medical,R&D,Research Scientist,1,1,0-5 switches,1,0-2 switches,20,16-20 %,1,0,0-3 switches,0,0-3 switches,0
682,Current Employees,No,Female,53,45 - 54,High School,Medical,Sales,Sales Executive,2,18,15-20 switches,7,6+ switches,20,16-20 %,0,7,6-9 switches,8,6-9 switches,10
683,Current Employees,No,Male,34,25 - 34,Doctoral Degree,Life Sciences,R&D,Research Scientist,1,10,5-10 switches,1,0-2 switches,12,11-15 %,1,9,6-9 switches,8,6-9 switches,8
684,Ex-Employees,Yes,Female,45,45 - 54,Master's Degree,Life Sciences,Sales,Sales Executive,2,5,0-5 switches,2,0-2 switches,14,11-15 %,2,1,0-3 switches,0,0-3 switches,0
686,Current Employees,No,Female,26,25 - 34,Bachelor's Degree,Life Sciences,R&D,Laboratory Technician,1,3,0-5 switches,1,0-2 switches,13,11-15 %,1,2,0-3 switches,0,0-3 switches,2
689,Current Employees,No,Male,37,35 - 44,Bachelor's Degree,Other,R&D,Manufacturing Director,3,10,5-10 switches,1,0-2 switches,15,11-15 %,1,7,6-9 switches,7,6-9 switches,8
690,Current Employees,No,Female,29,25 - 34,Associates Degree,Medical,Sales,Sales Executive,2,6,5-10 switches,1,0-2 switches,14,11-15 %,1,0,0-3 switches,1,0-3 switches,2
691,Current Employees,No,Male,35,35 - 44,Master's Degree,Life Sciences,R&D,Research Scientist,2,17,15-20 switches,1,0-2 switches,13,11-15 %,0,11,9-12 switches,11,9-12 switches,8
692,Current Employees,No,Male,33,25 - 34,Bachelor's Degree,Life Sciences,R&D,Healthcare Representative,2,15,10-15 switches,3,3-6 switches,23,21-25 %,1,11,9-12 switches,4,3-6 switches,7
698,Current Employees,No,Male,54,45 - 54,Master's Degree,Medical,HR,Human Resources,3,16,15-20 switches,2,0-2 switches,15,11-15 %,1,7,6-9 switches,7,6-9 switches,1
699,Current Employees,No,Male,36,35 - 44,Associates Degree,Medical,R&D,Manufacturing Director,2,13,10-15 switches,2,0-2 switches,11,11-15 %,1,2,0-3 switches,0,0-3 switches,2
700,Current Employees,No,Male,27,25 - 34,Master's Degree,Medical,R&D,Research Scientist,1,5,0-5 switches,0,0-2 switches,13,11-15 %,0,2,0-3 switches,1,0-3 switches,1
701,Ex-Employees,Yes,Male,20,Under 25,High School,Medical,R&D,Research Scientist,1,1,0-5 switches,1,0-2 switches,11,11-15 %,0,0,0-3 switches,1,0-3 switches,1
702,Ex-Employees,Yes,Male,33,25 - 34,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,10,5-10 switches,1,0-2 switches,11,11-15 %,0,8,6-9 switches,9,6-9 switches,7
704,Current Employees,No,Male,35,35 - 44,Bachelor's Degree,Life Sciences,R&D,Laboratory Technician,1,1,0-5 switches,1,0-2 switches,18,16-20 %,2,0,0-3 switches,0,0-3 switches,0
705,Current Employees,No,Male,23,Under 25,Bachelor's Degree,Medical,R&D,Research Scientist,1,5,0-5 switches,2,0-2 switches,16,16-20 %,1,2,0-3 switches,0,0-3 switches,2
707,Current Employees,No,Male,25,25 - 34,Bachelor's Degree,Life Sciences,Sales,Sales Executive,2,4,0-5 switches,0,0-2 switches,22,21-25 %,1,2,0-3 switches,1,0-3 switches,2
709,Current Employees,No,Female,38,35 - 44,Master's Degree,Marketing,Sales,Sales Executive,2,8,5-10 switches,0,0-2 switches,20,16-20 %,0,7,6-9 switches,0,0-3 switches,5
710,Current Employees,No,Male,29,25 - 34,Master's Degree,Life Sciences,R&D,Research Scientist,1,10,5-10 switches,1,0-2 switches,18,16-20 %,1,7,6-9 switches,2,0-3 switches,8
712,Current Employees,No,Male,48,45 - 54,High School,Marketing,Sales,Sales Executive,2,12,10-15 switches,3,3-6 switches,12,11-15 %,0,2,0-3 switches,2,0-3 switches,2
714,Current Employees,No,Female,27,25 - 34,High School,Medical,Sales,Sales Executive,2,6,5-10 switches,1,0-2 switches,20,16-20 %,2,5,3-6 switches,0,0-3 switches,4
715,Current Employees,No,Male,37,35 - 44,Associates Degree,Life Sciences,R&D,Research Scientist,1,4,0-5 switches,3,3-6 switches,17,16-20 %,0,0,0-3 switches,0,0-3 switches,0
